TypeName,Inches,ScreenResolution,Cpu,Ram,OpSys,Weight,TouchScreen,HDD,SSD,SSHD,FStorage,Price
Notebook,15.6,1920x1080,Intel i5,4,Windows 10,2.1,No,500,0,0,0,722.0
Notebook,15.6,1920x1080,Intel i5,4,Windows 10,2.18,No,1000,0,0,0,657.0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.24,No,1000,0,0,0,565.0
2 in 1 Convertible,15.6,1920x1080,Intel i5,8,Windows 10,2.67,Yes,0,256,0,0,799.0
2 in 1 Convertible,13.3,1920x1080,Intel i7,8,Windows 10,1.1,Yes,0,1000,0,0,1499.0
Notebook,15.6,1920x1080,Intel i5,4,No OS,2.2,No,1000,0,0,0,467.0
Notebook,17.3,1920x1080,Intel i7,8,Windows 10,2.5,No,1000,0,0,0,1018.0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.05,No,0,256,0,0,880.0
Ultrabook,13.3,2560x1600,Intel i5,8,macOS,1.37,No,0,512,0,0,1958.9
Gaming,17.3,1920x1080,AMD Ryzen,16,Windows 10,3.2,No,1000,256,0,0,1549.0
Notebook,15.6,1920x1080,Intel i7,8,Linux,2.14,No,0,256,0,0,735.07
2 in 1 Convertible,14.0,2560x1440,Intel i7,16,Windows 10,1.36,Yes,0,512,0,0,2499.0
Notebook,15.6,1366x768,Intel i7,8,Windows 10,2.2,No,500,0,0,0,812.0
Notebook,15.6,1366x768,Intel i7,12,Windows 10,2.3,No,1000,0,0,0,713.07
Notebook,17.3,1920x1080,Intel i7,8,Linux,2.8,No,1000,128,0,0,1099.0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.2,No,1000,0,0,0,745.0
Notebook,17.3,1600x900,Intel i3,4,Windows 10,2.8,No,1000,0,0,0,489.0
Notebook,17.3,1920x1080,Intel i7,8,No OS,2.8,No,2000,0,0,0,849.0
Notebook,17.3,1600x900,Intel i7,6,Windows 10,2.8,No,1000,128,0,0,859.0
Notebook,15.6,1920x1080,Intel i3,4,Linux,2.25,No,1000,0,0,0,428.0
Gaming,15.6,1920x1080,Intel i5,8,Windows 10,2.5,No,0,256,0,0,829.0
Notebook,15.6,1920x1080,Intel i5,6,Windows 10,2.2,No,0,256,0,0,579.0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,3.0,No,0,256,0,0,951.0
Notebook,15.6,1920x1080,Intel i7,12,Windows 10,2.15,Yes,1000,0,0,0,659.0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,1.95,No,0,256,0,0,1097.0
Ultrabook,15.6,1920x1080,Intel i5,8,Windows 10,1.7,No,0,256,0,0,977.0
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,2.5,No,1000,256,0,0,1179.0
Notebook,15.6,1920x1080,Intel i7,8,No OS,2.2,No,1000,0,0,0,659.01
Notebook,15.6,1366x768,Intel Celeron,2,Chrome OS,2.19,No,0,16,0,0,199.0
Gaming,17.3,1920x1080,Intel i7,8,Windows 10,3.0,No,1000,0,0,0,1187.0
Notebook,17.3,1600x900,Intel i3,8,Windows 10,2.54,No,1000,0,0,0,489.0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.0,No,0,256,0,0,1829.0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.05,No,0,256,0,0,739.0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,3.2,No,1000,0,0,0,1299.0
Notebook,15.6,1920x1080,Intel i7,8,Linux,2.5,No,0,256,0,0,979.0
Workstation,17.3,1920x1080,Intel i7,16,Windows 10,3.42,No,0,256,0,0,2884.86
Notebook,15.6,1920x1080,AMD A10,6,Windows 10,2.4,No,1000,0,0,0,499.0
Ultrabook,15.6,1920x1080,Intel i7,16,Windows 10,1.63,No,0,512,0,0,1468.0
Notebook,14.0,1366x768,Intel i3,4,Windows 10,1.3,No,0,128,0,0,509.0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,2.9,No,1000,256,0,0,2122.0
Notebook,17.3,1600x900,Intel i5,6,Windows 10,2.8,No,1000,0,0,0,649.0
Notebook,15.6,1366x768,Intel i5,8,No OS,2.2,No,2000,0,0,0,549.0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.5,No,1000,128,0,0,1265.0
Notebook,15.6,1366x768,Intel Pentium,4,No OS,2.2,No,1000,0,0,0,359.99
2 in 1 Convertible,13.3,1920x1080,Intel i7,16,Windows 10,1.28,Yes,0,256,0,0,1975.0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.2,No,0,256,0,0,1043.0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.3,No,1000,128,0,0,819.0
Notebook,15.6,1920x1080,Intel i3,4,Windows 10,1.86,No,1000,0,0,0,469.0
Notebook,13.3,1920x1080,Intel i5,8,Windows 10,1.1,No,0,256,0,0,999.0
Ultrabook,13.3,3840x2160,Intel i7,16,Windows 10,1.21,Yes,0,1000,0,0,2499.0
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,2.8,No,1000,256,0,0,2099.0
Notebook,15.6,1920x1080,AMD A8,8,Windows 10,2.23,No,0,256,0,0,469.0
2 in 1 Convertible,11.6,1366x768,Intel Celeron,2,Windows 10,1.1,Yes,0,0,0,32,275.0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.33,No,1000,128,0,0,844.0
2 in 1 Convertible,13.3,3840x2160,Intel i7,16,Windows 10,1.29,Yes,0,1000,0,0,2449.0
Notebook,13.3,1366x768,Intel Celeron,4,Chrome OS,1.45,No,0,0,0,16,459.9
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.95,No,0,256,0,0,980.0
Notebook,11.6,1366x768,Intel Pentium,4,Windows 10,1.4,No,0,0,0,128,485.0
Notebook,14.0,1920x1080,Intel i7,8,Windows 10,1.48,No,0,256,0,0,1292.0
Notebook,17.3,1600x900,Intel i5,4,Windows 10,2.79,No,1000,0,0,0,589.0
Notebook,14.0,1920x1080,Intel i7,8,Windows 10,2.0,No,0,256,0,0,1094.0
Notebook,15.6,1366x768,Intel i7,8,Windows 10,2.1,No,1000,0,0,0,902.0
Notebook,15.6,1366x768,AMD A12,8,Windows 10,2.2,No,0,256,0,0,659.0
Notebook,14.0,1366x768,Intel Celeron,4,Windows 10,1.44,No,0,0,0,32,292.0
Notebook,15.6,1366x768,Intel i5,6,Windows 10,2.23,No,1000,0,0,0,549.0
Ultrabook,15.6,1920x1080,Intel i7,8,Windows 10,1.7,No,0,256,0,0,1049.9
Ultrabook,12.5,1920x1080,Intel i7,8,Windows 10,1.26,No,0,256,0,0,1335.0
Notebook,15.6,3840x2160,Intel i7,32,Windows 10,2.06,Yes,0,1000,0,0,2639.0
Gaming,17.3,1920x1080,Intel i7,8,Windows 10,2.7,No,1000,256,0,0,1199.0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.0,No,0,256,0,0,943.0
Notebook,14.0,1920x1080,Intel i7,8,Windows 10,2.0,No,1000,256,0,0,1334.0
Notebook,15.6,1920x1080,Intel i3,4,Windows 10,1.85,No,1000,0,0,0,449.0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.5,No,0,256,0,0,999.0
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.48,No,0,256,0,0,1268.0
Ultrabook,15.6,1920x1080,Intel i5,8,Windows 10,1.9,No,1000,128,0,0,1049.0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,1.84,No,0,256,0,0,1144.0
Notebook,15.6,1366x768,Intel Celeron,4,Linux,2.0,No,1000,0,0,0,274.99
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.0,No,0,256,0,0,1142.75
Notebook,15.6,1366x768,Intel Celeron,4,Linux,2.2,No,500,0,0,0,274.9
Notebook,15.6,1920x1080,AMD A12,12,Windows 10,2.2,No,2000,0,0,0,899.0
Notebook,15.6,1920x1080,Intel i3,8,Windows 10,2.1,No,1000,0,0,0,716.0
2 in 1 Convertible,13.9,3840x2160,Intel i7,16,Windows 10,1.4,Yes,0,512,0,0,2099.0
Ultrabook,13.3,1920x1080,Intel i7,8,Windows 10,1.2,No,0,256,0,0,1579.0
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,2.4,No,2000,256,0,0,1129.0
Notebook,14.0,1366x768,Intel Celeron,2,Windows 10,1.44,No,0,0,0,32,279.0
Ultrabook,15.6,1920x1080,Intel i7,16,Windows 10,1.88,No,0,768,0,0,1607.96
2 in 1 Convertible,11.6,1366x768,Intel Celeron,4,Windows 10,1.5,Yes,0,0,0,32,375.0
Ultrabook,15.6,1920x1080,Intel i5,8,Windows 10,1.9,No,1000,0,0,0,663.0
Notebook,15.6,3840x2160,Intel i7,16,Windows 10,2.06,Yes,0,512,0,0,2027.42
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,1.84,No,0,256,0,0,1304.0
Gaming,17.3,1920x1080,Intel i7,8,Windows 10,2.7,No,1000,128,0,0,1409.0
Workstation,15.6,1920x1080,Intel i7,8,Windows 10,2.6,No,0,256,0,0,1738.27
Notebook,15.6,1920x1080,Intel i7,16,Windows 10,2.4,No,0,512,0,0,1403.0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.02,No,2000,128,0,0,970.9
Notebook,15.6,1366x768,Intel Celeron,4,No OS,2.2,No,1000,0,0,0,321.99
Gaming,15.6,1920x1080,Intel i5,8,Windows 10,2.65,No,1000,0,0,0,999.0
Notebook,15.6,1366x768,Intel i5,8,Windows 10,2.36,Yes,2000,0,0,0,557.37
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.36,No,0,256,0,0,1427.0
Notebook,15.6,1366x768,Intel i3,4,Windows 10,1.86,No,500,0,0,0,439.0
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,2.0,No,0,256,0,0,945.0
Notebook,17.3,1600x900,Intel i5,6,Windows 10,2.8,No,1000,128,0,0,719.0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,1.86,No,1000,0,0,0,639.0
Notebook,15.6,1366x768,Intel i3,8,No OS,2.2,No,0,256,0,0,499.0
Notebook,15.6,1366x768,Intel Pentium,8,Windows 10,2.04,No,2000,0,0,0,389.0
Notebook,17.3,1920x1080,Intel i5,8,Windows 10,2.8,No,1000,128,0,0,1085.0
Gaming,15.6,1920x1080,Intel i5,8,No OS,2.4,No,1000,128,0,0,809.0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.33,No,0,256,0,0,899.0
Ultrabook,14.0,1920x1080,Intel i7,8,Windows 10,1.36,No,0,256,0,0,1750.0
2 in 1 Convertible,15.6,1920x1080,Intel i7,12,Windows 10,2.26,Yes,2000,512,0,0,1099.0
Notebook,15.6,1366x768,AMD A9,4,Windows 10,2.1,No,0,128,0,0,426.0
Gaming,17.3,1920x1080,AMD Ryzen,16,Windows 10,3.25,No,1000,256,0,0,2199.0
Notebook,17.3,1600x900,AMD A8,4,Windows 10,2.6,No,0,128,0,0,489.0
2 in 1 Convertible,13.3,1920x1080,Intel i7,8,Windows 10,1.62,Yes,0,256,0,0,869.01
Notebook,15.6,1920x1080,AMD A9,4,Windows 10,1.91,No,0,256,0,0,488.99
Netbook,11.6,1366x768,Intel Celeron,4,Windows 10,1.59,No,0,128,0,0,553.0
Notebook,15.6,1366x768,Intel Celeron,4,Windows 10,1.8,No,500,0,0,0,309.0
Notebook,14.0,1366x768,Intel Celeron,4,Windows 10,1.5,No,0,0,0,32,286.0
Notebook,15.6,1920x1080,Intel i7,8,Linux,2.4,No,1000,0,0,0,846.0
Gaming,17.3,1920x1080,Intel i7,8,Windows 10,3.35,No,1000,128,0,0,1191.0
Notebook,15.6,1920x1080,Intel i3,4,No OS,1.85,No,0,128,0,0,403.5
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.3,No,1000,128,0,0,1655.0
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.5,No,0,256,0,0,1099.0
Ultrabook,13.3,1920x1080,Intel i7,16,Windows 10,1.1,Yes,0,512,0,0,1748.9
Ultrabook,14.0,2560x1440,Intel i7,8,Windows 10,1.13,No,0,512,0,0,2282.0
Notebook,13.3,1920x1080,Intel i3,4,Windows 10,1.5,No,0,128,0,0,549.0
Workstation,15.6,1920x1080,Intel i5,8,Windows 10,2.23,No,500,0,0,0,1369.0
Workstation,15.6,1920x1080,Intel i7,8,Windows 10,2.0,No,0,256,0,0,2135.0
2 in 1 Convertible,14.0,2560x1440,Intel i7,16,Windows 10,1.42,Yes,0,512,0,0,2509.0
Gaming,17.3,1920x1080,Intel i7,8,Windows 10,3.0,No,1000,0,0,0,1039.0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,3.0,No,1000,256,0,0,1591.0
Notebook,15.6,1366x768,Intel i5,12,Windows 10,2.2,No,1000,0,0,0,693.99
Gaming,17.3,1920x1080,Intel i7,8,Windows 10,2.7,No,0,256,0,0,1349.0
Notebook,15.6,1920x1080,Intel i7,8,Linux,2.33,No,0,256,0,0,778.87
Ultrabook,15.6,1920x1080,AMD A9,4,Windows 10,1.91,No,0,256,0,0,499.0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.1,No,0,256,0,0,1229.56
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.9,No,0,256,0,0,938.0
Workstation,15.6,3840x2160,Intel i7,8,Windows 10,1.78,Yes,0,256,0,0,2712.0
Ultrabook,14.0,2560x1440,Intel i7,16,Windows 10,1.13,No,0,1000,0,0,2625.0
Notebook,15.6,1366x768,Intel Celeron,4,Windows 10,2.2,No,1000,0,0,0,306.0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,2.9,No,1000,256,0,0,1529.0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.1,No,1000,256,0,0,1144.5
Notebook,15.6,1920x1080,Intel i7,8,Linux,2.5,No,0,256,0,0,879.0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,2.8,No,1000,256,0,0,2249.0
Ultrabook,14.0,1920x1080,Intel i7,8,Windows 10,1.1,No,0,512,0,0,1873.0
Ultrabook,13.3,1920x1080,Intel i7,16,Windows 10,1.2,No,0,512,0,0,1747.0
Ultrabook,14.0,1920x1080,Intel i7,8,Windows 10,1.36,No,0,512,0,0,1680.0
Notebook,15.6,1920x1080,Intel i3,4,Windows 10,2.2,No,500,0,0,0,409.0
Notebook,11.6,1366x768,Intel Celeron,2,Windows 10,1.15,No,0,0,0,32,304.45
Workstation,15.6,1920x1080,Intel i7,8,Windows 10,2.67,No,0,512,0,0,1925.0
Ultrabook,14.0,2560x1440,Intel i7,8,Windows 10,1.7,No,0,512,0,0,1943.0
Notebook,15.6,1920x1080,Intel i3,4,Windows 10,2.1,No,1000,0,0,0,469.0
2 in 1 Convertible,13.3,1920x1080,Intel i7,8,Windows 10,1.6,Yes,0,256,0,0,789.01
2 in 1 Convertible,13.3,1920x1080,Intel i5,8,Windows 10,1.27,Yes,0,256,0,0,928.0
Notebook,15.6,1920x1080,Intel i5,4,Linux,2.3,No,0,256,0,0,598.9
Notebook,13.3,1366x768,Intel i3,4,Windows 10,1.65,No,0,128,0,0,689.0
Ultrabook,14.0,1920x1080,Intel i7,8,Windows 10,1.43,No,0,256,0,0,1500.0
Notebook,15.6,1366x768,Intel i5,8,Windows 10,2.14,No,1000,0,0,0,539.95
Ultrabook,14.0,1920x1080,Intel i7,8,Windows 10,1.75,No,0,256,0,0,1215.38
2 in 1 Convertible,15.6,3840x2160,Intel i7,16,Windows 10,2.0,Yes,0,512,0,0,1899.0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.31,No,0,256,0,0,1427.0
Notebook,15.6,1920x1080,Intel i3,8,Linux,2.3,No,1000,0,0,0,597.0
Gaming,17.3,2560x1440,Intel i7,16,Windows 10,4.42,No,1000,256,0,0,2799.0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.62,No,1000,128,0,0,1159.0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.02,No,2000,256,0,0,1142.4
Ultrabook,14.0,1920x1080,Intel i7,8,Linux,1.6,No,0,256,0,0,1099.0
Gaming,17.3,1920x1080,Intel i7,12,Windows 10,3.35,No,1000,256,0,0,1999.0
2 in 1 Convertible,11.6,1920x1080,Intel Celeron,4,Windows 10,1.16,Yes,0,32,0,0,299.0
Netbook,11.6,1366x768,Intel Celeron,4,Chrome OS,1.15,No,0,0,0,16,269.0
Notebook,13.3,1920x1080,Intel i7,8,Windows 10,1.4,No,0,256,0,0,1010.0
Notebook,14.0,1920x1080,Intel i3,4,Windows 10,1.7,No,0,128,0,0,599.0
Workstation,15.6,3840x2160,Intel i7,16,Windows 10,2.3,No,0,512,0,0,2445.0
Notebook,15.6,1920x1080,Intel i7,16,Windows 10,2.5,No,0,512,0,0,2449.0
Gaming,17.3,1920x1080,AMD Ryzen,8,Windows 10,3.2,No,1000,256,0,0,1695.0
Notebook,15.6,1366x768,Intel Celeron,4,Windows 10,2.1,No,500,0,0,0,347.0
Ultrabook,12.3,2400x1600,Intel i7,16,Chrome OS,1.1,Yes,0,512,0,0,2199.0
Ultrabook,14.0,2560x1440,Intel i7,24,Windows 10,1.32,No,0,512,0,0,2382.0
Notebook,15.6,1920x1080,Intel i5,4,Linux,2.0,No,0,256,0,0,559.0
Notebook,17.3,1600x900,AMD A6,8,Windows 10,2.8,No,1000,0,0,0,519.0
Notebook,15.6,1920x1080,Intel i5,4,Windows 10,2.2,No,0,256,0,0,749.0
Ultrabook,12.5,1920x1080,Intel i5,8,Windows 10,1.36,No,0,256,0,0,1429.0
Notebook,15.6,1920x1080,Intel Pentium,4,Windows 10,2.2,No,0,128,0,0,349.0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.2,No,1000,128,0,0,1099.0
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.64,No,0,256,0,0,1179.0
Notebook,15.6,1366x768,Intel i5,4,Linux,2.4,No,500,0,0,0,441.8
Workstation,15.6,1920x1080,Intel Xeon,8,Windows 10,2.23,No,1000,0,0,64,1993.0
Gaming,15.6,1920x1080,Intel i5,8,Windows 10,2.2,No,0,256,0,0,1027.74
Ultrabook,13.5,2256x1504,Intel i7,16,Windows 10 S,1.25,Yes,0,512,0,0,2589.0
Notebook,15.6,1366x768,Intel i5,8,Windows 10,1.91,No,0,128,0,0,589.0
Workstation,15.6,1920x1080,Intel i7,16,Windows 10,2.17,No,0,256,0,0,1975.0
Workstation,15.6,1920x1080,Intel i7,8,Windows 10,2.31,No,0,512,0,0,1534.0
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.65,No,0,256,0,0,1345.0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.36,No,1000,128,0,0,979.0
2 in 1 Convertible,11.6,1366x768,Intel Pentium,4,Windows 10,1.47,Yes,500,0,0,0,479.0
Notebook,17.3,1920x1080,Intel i7,8,Windows 10,4.42,No,1000,0,0,0,2046.0
Ultrabook,13.5,2256x1504,Intel M ,4,Windows 10 S,1.25,Yes,0,128,0,0,989.0
Ultrabook,13.5,2256x1504,Intel i7,8,Windows 10 S,1.25,Yes,0,256,0,0,1799.0
Notebook,17.3,1600x900,Intel i3,8,Windows 10,2.5,No,0,256,0,0,639.9
Notebook,15.6,1920x1080,Intel i3,4,Windows 10,2.23,No,1000,0,0,0,544.0
Netbook,11.6,1366x768,Intel Celeron,4,Windows 10,1.4,No,0,128,0,0,435.0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.37,No,1000,0,0,0,749.0
Notebook,14.0,1920x1080,Intel i7,8,No OS,1.5,No,0,512,0,0,799.0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.67,No,0,256,0,0,2090.0
Notebook,15.6,1366x768,Intel Pentium,4,Windows 10,2.0,No,500,0,0,0,304.0
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2.2,No,500,0,0,0,469.0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.02,No,2000,0,0,0,759.0
Gaming,17.3,1920x1080,Intel i7,12,Windows 10,3.78,No,1000,0,0,0,1699.0
Ultrabook,14.0,2560x1440,Intel i7,12,Windows 10,1.4,No,0,256,0,0,1858.0
2 in 1 Convertible,13.3,3840x2160,Intel i7,8,Windows 10,1.29,Yes,0,512,0,0,1999.0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,1.9,No,500,0,0,0,1154.0
Ultrabook,12.3,2400x1600,Intel i5,8,Chrome OS,1.1,Yes,0,128,0,0,1275.0
Ultrabook,13.3,1920x1080,Intel i5,8,Windows 10,1.42,Yes,0,256,0,0,1841.85
Notebook,15.6,3840x2160,Intel i7,12,Windows 10,2.06,No,1000,128,0,0,1299.0
Notebook,14.0,1366x768,Intel i3,8,Windows 10,1.79,No,0,128,0,0,740.0
Workstation,15.6,1920x1080,Intel i7,8,Windows 10,1.78,No,0,256,0,0,2408.0
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.7,No,0,180,0,0,1364.0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.2,No,1000,0,0,0,675.0
Notebook,13.3,1920x1080,Intel i5,8,Windows 10,1.05,No,0,256,0,0,1672.0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.16,No,0,512,0,0,1262.0
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2.18,No,1000,0,0,0,586.6
Notebook,13.3,1920x1080,Intel i5,4,Windows 10,1.49,No,0,128,0,0,726.0
Notebook,15.6,1920x1080,Intel Atom,4,Windows 10,1.89,No,0,0,0,64,248.9
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2.3,No,0,128,0,0,565.0
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.75,No,0,256,0,0,1049.0
Workstation,15.6,1920x1080,Intel i7,16,Windows 10,2.17,No,0,512,0,0,2338.0
Notebook,15.6,1920x1080,Intel i7,16,Windows 10,2.06,No,0,512,0,0,1899.0
Ultrabook,12.5,1920x1080,Intel i7,16,Windows 10,1.36,No,0,512,0,0,1798.0
Ultrabook,12.5,1920x1080,Intel i7,16,Windows 10,0.91,No,0,512,0,0,1950.0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.3,No,0,256,0,0,1011.99
Ultrabook,13.3,1920x1080,Intel i7,32,Windows 10,1.05,Yes,0,512,0,0,2799.0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,1.99,No,1000,128,0,0,1350.0
Notebook,15.6,1366x768,AMD A10,8,Windows 10,2.2,No,1000,0,0,0,579.0
Gaming,17.3,1920x1080,Intel i7,24,Windows 10,4.33,Yes,1000,256,0,0,1269.0
Ultrabook,12.5,1366x768,Intel i5,8,Windows 10,1.3,No,0,180,0,0,1099.0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.17,No,0,256,0,0,898.9
Notebook,14.0,1920x1080,Intel i7,8,Windows 10,1.48,No,0,1000,0,0,1749.0
Notebook,13.3,1920x1080,Intel i3,8,Windows 10,1.4,No,0,256,0,0,949.0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.3,No,0,256,0,0,911.0
Netbook,11.6,1366x768,Intel Celeron,4,Windows 10 S,1.2,No,0,0,0,64,340.0
Notebook,15.6,1366x768,Intel i5,8,Windows 10,1.91,No,0,256,0,0,618.99
2 in 1 Convertible,13.9,1920x1080,Intel i5,8,Windows 10,1.4,Yes,0,256,0,0,1599.0
Notebook,14.0,1366x768,Intel Celeron,4,Windows 10,2.1,No,500,0,0,0,299.0
Netbook,11.6,1366x768,Intel Celeron,4,Chrome OS,1.25,No,0,16,0,0,265.0
Notebook,13.3,1920x1080,Intel i5,8,Windows 10,1.44,No,0,256,0,0,949.0
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.0,No,1000,256,0,0,1224.0
Notebook,15.6,1920x1080,Intel i5,4,Windows 10,2.2,No,1000,0,0,0,613.0
Ultrabook,13.3,1920x1080,Intel i7,8,Windows 10,1.34,No,0,512,0,0,1323.0
Gaming,15.6,1920x1080,Intel i7,8,No OS,2.4,No,1000,256,0,0,1149.0
Ultrabook,13.3,1920x1080,Intel i5,8,Windows 10,1.29,Yes,0,128,0,0,899.0
Notebook,15.6,1920x1080,Intel i7,4,Windows 10,2.2,No,500,0,0,0,639.0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.18,No,1000,0,0,0,836.0
Notebook,15.6,1920x1080,Intel i7,16,Windows 10,2.2,No,2000,256,0,0,1219.24
Notebook,15.6,1920x1080,Intel i7,16,No OS,1.95,No,0,256,0,0,1399.95
Netbook,11.6,1366x768,Intel Celeron,2,Windows 10,1.1,No,0,0,0,32,245.0
Notebook,15.6,1366x768,Intel i5,4,Windows 10,2.04,Yes,1000,0,0,0,521.47
Gaming,15.6,1920x1080,Intel i7,24,Windows 10,2.24,No,0,512,0,0,2968.0
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.04,No,0,256,0,0,889.0
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,3.0,No,1000,256,0,0,1504.0
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,3.2,No,1000,256,0,0,1399.0
Ultrabook,13.3,1920x1080,Intel i7,8,Windows 10,1.32,No,0,256,0,0,1399.0
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.64,No,0,256,0,0,1279.73
