Inches,ScreenResolution,Cpu,Ram,Weight,TouchScreen,HDD,SSD,SSHD,FStorage,2 in 1 Convertible,Gaming,Netbook,Notebook,Ultrabook,Workstation,Android,Chrome OS,Linux,Mac OS X,No OS,Windows 10,Windows 10 S,Windows 7,macOS,LaptopPrice
17.3,4,16,32,3.8,0,0,512,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2799.0
15.6,4,15,8,2.4,0,1000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,709.0
13.3,4,15,8,1.2,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1449.9
15.6,4,16,8,2.2,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1191.8
15.6,1,14,4,1.86,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,364.9
15.6,4,15,8,2.0,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1064.0
15.6,4,16,8,2.2,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,919.0
15.6,4,16,16,2.2,0,2000,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1135.0
15.6,4,16,8,3.31,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1196.0
17.3,14,16,32,4.42,0,1000,512,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3147.37
14.0,4,15,8,1.56,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1229.0
15.6,1,10,4,2.2,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,419.0
15.6,4,15,4,2.2,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,535.0
15.6,4,14,6,2.04,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,539.0
17.3,4,16,8,2.7,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1486.77
15.6,1,14,4,2.1,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,498.0
15.6,4,15,8,2.06,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,955.0
15.6,4,16,8,2.1,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,745.0
15.6,4,15,8,2.0,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1258.0
15.6,1,14,4,2.1,0,0,128,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,412.0
13.5,8,16,8,1.25,1,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1867.85
15.6,4,15,8,1.9,0,1000,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,817.95
13.3,4,15,8,1.3,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1034.0
15.6,1,6,4,2.2,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,349.0
14.0,4,14,4,1.63,1,0,128,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,699.0
15.6,4,16,16,2.4,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1294.0
14.0,4,15,8,1.1,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1135.0
11.6,1,10,8,1.4,1,0,0,0,64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,495.0
15.6,4,16,8,1.09,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2299.0
15.6,4,15,16,2.5,0,0,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1299.0
15.6,4,15,8,2.2,0,0,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,997.9
15.6,1,10,4,1.86,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,419.0
15.6,4,15,16,3.21,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2051.0
17.3,4,14,4,2.5,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,699.0
13.3,4,16,8,1.19,1,0,512,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1499.0
15.6,4,16,16,3.49,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2813.75
15.6,1,15,4,1.86,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,612.61
15.6,1,14,4,2.2,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,545.67
17.3,4,0,6,2.65,0,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,569.0
15.6,1,10,4,2.1,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,318.0
14.0,1,10,4,1.45,0,0,0,0,32,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,375.0
14.0,4,15,4,1.7,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,699.0
17.3,4,16,8,3.14,0,500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1907.99
14.0,9,16,8,1.42,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2590.0
13.3,4,15,8,1.5,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,973.0
11.6,1,10,4,1.4,0,0,0,0,32,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,269.0
14.0,4,16,16,1.38,1,0,512,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1749.0
12.5,4,11,4,1.2,1,0,0,0,64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,669.0
13.3,4,16,16,1.36,1,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1877.0
15.6,4,16,4,2.1,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,689.0
15.6,4,15,8,2.56,0,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,819.0
15.6,4,5,4,2.2,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,399.0
15.6,1,1,8,2.2,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,429.0
15.6,4,15,4,2.1,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,621.45
15.6,1,14,4,1.9,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,450.0
15.6,4,15,8,2.18,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,795.0
13.3,4,15,8,1.6,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,999.0
15.6,4,16,16,2.18,0,0,512,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1855.0
14.0,4,15,8,1.8,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1191.0
17.3,4,0,6,2.71,0,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,655.01
15.6,4,16,8,2.5,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1249.0
14.0,4,15,8,1.64,0,0,256,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1089.0
15.6,4,15,8,1.98,0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,726.0
14.0,4,10,4,1.5,0,0,0,0,32,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,298.0
15.6,4,15,16,1.93,0,0,512,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1426.66
14.0,4,15,8,1.87,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,857.07
15.6,4,15,8,1.9,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1179.0
15.6,1,3,4,2.19,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,298.0
14.0,5,9,4,1.4,0,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,265.0
17.3,4,16,8,2.63,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1200.0
14.0,9,16,8,1.17,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1686.64
13.3,1,15,8,1.58,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,836.6
14.0,4,15,8,1.32,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1499.0
17.3,14,16,32,4.36,0,1000,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3659.4
17.3,4,16,8,2.7,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1348.48
15.6,1,15,4,1.9,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,489.9
15.6,4,15,8,2.2,0,1000,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,719.0
13.3,4,14,4,1.71,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,649.0
15.6,1,15,8,2.32,0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,589.52
15.6,4,5,4,2.1,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,489.0
17.3,4,16,16,4.2,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1935.0
15.6,1,15,12,2.25,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,649.0
15.6,4,5,6,2.1,0,1000,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,650.0
15.6,1,15,4,2.4,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,559.0
13.3,4,15,8,1.44,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,960.0
15.6,4,16,4,1.85,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,779.0
15.6,4,16,16,2.6,0,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2419.0
13.3,4,15,8,1.55,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,659.0
15.6,4,16,16,1.8,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2094.48
15.6,1,14,4,2.4,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,410.8
15.6,4,16,8,2.0,0,1000,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1207.0
15.6,1,14,8,2.0,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,665.0
14.0,4,15,8,1.25,1,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1535.0
14.0,4,15,8,1.7,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,999.0
15.6,14,16,16,2.5,0,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3299.0
14.0,1,10,2,1.68,0,0,0,0,32,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,330.0
13.3,4,16,16,0.81,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1649.0
15.6,4,14,8,1.86,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,539.0
14.0,1,15,8,1.6,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1126.71
17.3,4,13,16,3.0,0,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4389.0
11.6,1,10,4,1.4,1,0,128,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,475.0
15.6,4,15,8,1.84,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1900.0
15.6,1,15,4,2.45,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,579.0
14.0,4,15,4,1.7,0,0,180,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1096.0
15.6,1,16,4,2.37,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,849.9
13.3,13,15,8,1.3,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1199.0
15.6,4,15,8,2.2,0,1000,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1099.0
15.6,4,16,8,2.59,0,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1561.0
15.6,14,16,16,4.42,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2868.99
15.6,1,15,4,2.1,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,599.0
15.6,4,16,8,2.5,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1048.0
12.5,4,16,16,1.18,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1859.0
12.3,10,15,8,1.1,1,0,256,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1559.0
13.3,13,15,8,1.2,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1129.0
13.3,1,14,4,1.65,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,849.0
13.3,1,15,4,1.6,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,655.0
17.3,1,12,4,2.8,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,470.34
15.6,14,16,16,2.72,1,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1099.0
13.3,4,16,8,1.31,1,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1599.0
15.6,1,12,4,2.1,0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,298.0
15.6,4,16,16,2.3,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1181.27
15.0,4,16,16,1.71,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1799.0
14.0,1,15,4,1.75,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1020.0
15.6,4,16,8,2.62,0,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1099.0
12.5,1,15,4,1.26,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1244.0
15.6,4,16,12,2.3,1,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,839.0
15.6,14,16,16,2.5,0,0,512,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2370.0
14.0,4,14,4,1.8,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,636.0
14.0,4,16,16,1.95,0,0,512,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2899.0
15.6,4,12,8,2.0,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,581.9
17.3,4,16,32,4.42,0,1000,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3588.8
17.3,4,16,16,4.3,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2350.0
14.0,4,16,16,1.47,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1764.0
15.6,1,10,8,2.2,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,329.0
14.0,4,16,16,1.7,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2299.0
14.0,4,16,16,1.6,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1891.0
15.6,4,15,8,2.2,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1089.0
15.6,4,16,4,2.4,0,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,999.0
17.3,4,16,16,4.2,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2299.0
15.6,4,15,8,2.62,0,0,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,985.0
15.6,4,16,8,2.24,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1339.0
14.0,4,10,4,1.22,0,0,0,0,32,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,202.9
13.3,4,16,8,1.37,1,0,512,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1970.0
15.6,4,15,8,2.08,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,959.0
12.0,7,11,8,0.92,0,0,0,0,512,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1165.0
14.0,9,15,8,1.42,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2330.0
14.0,1,10,4,1.63,0,0,0,0,32,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,299.0
15.6,1,15,8,1.95,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,810.0
13.9,4,16,8,1.38,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1349.0
15.6,4,14,8,2.0,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,739.0
15.6,4,16,8,3.14,0,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2064.9
15.6,4,15,8,2.37,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1099.0
13.3,4,15,8,1.29,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1499.0
15.6,14,15,8,2.06,1,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1749.0
11.6,1,12,4,1.63,0,0,128,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,744.0
12.5,1,15,8,1.26,0,0,256,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1389.0
15.6,1,15,4,2.1,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,780.0
15.6,1,1,8,2.04,0,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,629.0
15.6,14,16,16,2.62,0,0,512,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1679.0
15.6,4,15,4,2.4,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,609.0
17.3,4,16,12,3.74,0,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1749.0
17.3,4,16,16,2.9,0,1000,512,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2415.0
13.3,4,15,8,0.81,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1499.0
15.6,4,16,8,1.98,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,961.0
15.6,4,15,8,2.18,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,789.81
14.0,4,16,8,1.32,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1859.0
12.5,14,16,16,1.29,1,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1799.0
11.6,1,10,4,1.23,0,0,0,0,16,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,385.0
17.3,4,16,16,4.36,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2505.02
14.0,1,15,4,1.76,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,755.0
15.6,1,14,4,2.1,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,489.9
14.0,1,15,4,1.25,0,0,128,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1090.0
14.0,4,16,8,1.13,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2499.0
15.6,4,15,8,2.4,0,0,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1199.0
14.0,4,15,8,1.13,0,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1875.0
14.0,1,12,4,1.75,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,499.0
13.3,4,15,8,1.1,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1358.0
14.0,1,14,4,1.76,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,585.0
11.6,1,10,4,1.35,0,0,0,0,32,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,355.0
14.0,4,14,8,1.5,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,619.0
17.3,14,16,32,3.49,1,0,512,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5499.0
14.0,9,16,16,1.1,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2099.0
15.6,4,15,4,2.1,0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,519.0
14.0,4,15,8,1.7,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1186.0
14.0,4,15,8,1.32,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1650.0
15.6,4,16,16,3.21,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2774.63
17.3,4,16,16,2.9,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2419.0
15.6,1,14,4,2.0,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,669.0
14.0,1,10,4,1.5,0,0,0,0,16,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,325.0
15.6,4,15,8,2.3,0,128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,590.0
17.3,4,16,16,2.73,0,1000,512,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1799.0
17.3,4,16,32,4.42,0,1000,512,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3072.89
17.3,3,15,8,2.63,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,910.0
15.6,1,15,8,2.18,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,713.99
14.0,4,16,8,1.54,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1870.0
15.6,4,16,4,2.18,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,739.0
11.6,1,10,4,1.4,1,0,0,0,32,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,615.0
13.3,4,15,8,1.45,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1026.0
13.3,4,15,8,1.28,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2277.0
14.0,4,16,8,1.54,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1468.0
15.6,1,10,4,1.86,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,299.0
15.6,4,16,16,2.1,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1899.0
17.3,4,16,8,2.83,0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,865.0
14.0,4,16,8,1.96,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1903.0
15.6,4,16,8,2.3,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,787.0
15.6,4,15,8,1.9,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,945.0
15.6,1,12,4,2.0,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,449.0
13.3,4,16,8,1.28,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2559.0
13.3,4,15,8,1.62,1,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,649.0
15.6,4,14,4,2.2,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,469.0
15.6,4,15,8,2.3,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,850.66
15.6,4,15,8,1.84,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1349.0
13.3,4,15,4,1.05,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1285.0
15.6,4,15,8,2.5,0,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1017.0
13.3,13,16,16,1.29,1,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2240.0
15.6,4,15,4,2.07,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,910.0
13.3,1,15,8,1.2,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1095.0
